customer_id,last_purchase_date,total_orders,total_spent,region,channel,preferred_discount,loyalty_score,recency_days,is_dormant
CUST0076,2025-03-03,13,664.31,South,Web,0.15998454228758818,0.3283252652887687,147,1
CUST0077,2025-07-21,3,66.45,West,Mobile,0.05507823819068003,0.6013332556189234,7,0
CUST0078,2025-06-14,7,219.8,South,Mobile,0.15478206448790194,0.43644992716655123,44,1
CUST0079,2025-07-16,7,76.84,West,Mobile,0.22920054332519307,0.5416837103615835,12,0
CUST0080,2025-01-11,2,416.32,West,Mobile,0.07389584215357725,0.30337207771933916,198,1
CUST0081,2025-04-22,5,25.38,West,Web,0.33091553146314384,0.640002048035595,97,0
CUST0082,2025-06-18,2,52.03,North,InStore,0.036318018483843084,0.621417819342488,40,0
CUST0083,2025-07-22,4,326.69,West,InStore,0.44580276028045457,0.40258869255926577,6,0
CUST0084,2025-06-21,3,363.02,North,InStore,0.18143943028242376,0.5392600953935844,37,0
CUST0085,2025-06-19,3,284.55,South,Mobile,0.1794584189731161,0.5134340411082272,39,0
CUST0086,2025-03-20,1,361.21,North,Mobile,0.10491601510115589,0.5545351677327911,130,1
CUST0087,2025-04-18,7,27.62,West,Mobile,0.24096228117536655,0.39206648567660346,101,1
CUST0088,2024-12-22,4,229.08,East,InStore,0.4160866667850482,0.48722241512300035,218,1
CUST0089,2025-05-26,9,234.56,West,Mobile,0.2933730256351316,0.7353735860945894,63,0
CUST0090,2025-07-16,4,260.9,North,Web,0.40508012030549334,0.5341078440754489,12,1
CUST0091,2025-03-26,6,421.44,East,InStore,0.484392941054376,0.39846496301877143,124,1
CUST0092,2025-03-07,3,321.7,North,Web,0.31263789265771497,0.6121978237751157,143,0
CUST0093,2025-05-07,8,788.24,East,Mobile,0.0843281034886666,0.5306907770889988,82,0
CUST0094,2025-03-03,6,320.38,East,Mobile,0.1513775805205272,0.5349951406344216,147,1
CUST0095,2025-05-21,5,373.48,North,Mobile,0.33069803749403553,0.757570889837357,68,1
CUST0096,2025-05-16,3,95.24,West,InStore,0.39100650901840583,0.4882151197886382,73,1
CUST0097,2025-06-03,11,334.75,East,Web,0.3272814865440749,0.6848233182823577,55,0
CUST0098,2025-07-26,7,162.51,North,Web,0.2894769191734861,0.7715677659582567,2,0
CUST0099,2025-07-17,6,153.71,South,InStore,0.463477578298568,0.6781723075621381,11,1
CUST0100,2025-07-25,6,412.54,North,InStore,0.2482721866812604,0.7210909925832563,3,0
CUST0101,2025-04-18,6,52.23,North,Web,0.3333281953405395,0.5338556181906655,101,1
CUST0102,2025-06-21,6,257.86,South,InStore,0.15617026177676963,0.34670143545110954,37,1
CUST0103,2025-05-18,5,192.44,East,InStore,0.1944227902593148,0.6500597902905175,71,1
CUST0104,2024-12-02,8,462.36,West,InStore,0.11721668546951192,0.5633143097024882,238,1
CUST0105,2025-06-30,6,419.04,North,Mobile,0.4001261278146659,0.32638630245035904,28,1
CUST0106,2025-06-06,8,196.61,West,Mobile,0.09957191027843526,0.9006466785419283,52,0
CUST0107,2025-03-10,13,92.64,West,Mobile,0.11618004077322958,0.32451128948721164,140,1
CUST0108,2025-07-03,4,485.9,West,Web,0.053590987270602575,0.47402061145956725,25,0
CUST0109,2025-07-20,1,229.67,North,InStore,0.3672963181621084,0.6614775467418099,8,1
CUST0110,2025-06-24,4,575.62,East,Mobile,0.037964035022883647,0.4565850184813742,34,0
CUST0111,2025-07-11,2,305.92,South,Web,0.029813679525238113,0.27746311272295965,17,1
CUST0112,2024-11-05,7,230.34,East,Mobile,0.3126313014812384,0.4358808250465505,265,1
CUST0113,2025-02-13,4,173.02,South,Web,0.187753684405997,0.542028511180121,165,1
CUST0114,2025-04-19,5,313.26,West,InStore,0.463537925206922,0.3819145366755674,100,0
CUST0115,2025-01-04,8,59.61,East,InStore,0.43856576910146766,0.3356716021995816,205,1
CUST0116,2025-02-16,6,135.68,East,InStore,0.24838203922037866,0.6670709848078329,162,1
CUST0117,2025-07-08,5,510.62,South,Mobile,0.041029436304452604,0.48253924418635263,20,0
CUST0118,2024-12-17,2,72.03,South,Web,0.2751765413299293,0.6240227733984394,223,1
CUST0119,2025-05-12,6,451.36,West,InStore,0.49717266532054394,0.7654205008787125,77,0
CUST0120,2025-02-14,5,649.94,East,Web,0.33018670665682703,0.5418496821887264,164,1
CUST0121,2024-12-14,6,148.11,East,Web,0.3970705372904429,0.5336000022878755,226,1
CUST0122,2025-06-20,3,694.72,West,Web,0.2017808824829853,0.8338096303488463,38,0
CUST0123,2025-07-17,6,961.01,West,InStore,0.03721868313482246,0.44824770069605446,11,0
CUST0124,2025-07-03,6,155.1,South,InStore,0.46990580231783363,0.5120182517786704,25,1
CUST0125,2025-06-03,4,236.4,North,InStore,0.16483024475475522,0.6595474468710695,55,1
CUST0126,2025-02-08,7,139.46,East,InStore,0.07563324119659465,0.9055094153958332,170,1
CUST0127,2025-01-12,4,289.96,East,InStore,0.07767860135075694,0.4351206005776548,197,1
CUST0128,2025-07-28,0,316.16,North,InStore,0.06805701449103768,0.8497039656675176,0,0
CUST0129,2025-05-18,9,147.86,South,InStore,0.21479209493803014,0.41346712680204556,71,1
CUST0130,2025-06-04,1,121.78,East,InStore,0.4300200517863161,0.3079671324773414,54,0
CUST0131,2025-07-03,6,351.85,South,Mobile,0.07362313615242738,0.4422392998023757,25,0
CUST0132,2025-07-16,4,190.11,North,Web,0.3776859462339107,0.56719071545965,12,1
CUST0133,2025-06-17,5,174.87,West,Web,0.03623474651144454,0.6234787264492565,41,1
CUST0134,2024-10-15,6,348.62,South,Mobile,0.06024949332704366,0.461756361802709,286,0
CUST0135,2025-06-19,8,170.75,South,InStore,0.05811719159287687,0.8066250527794991,39,0
CUST0136,2025-05-16,4,126.36,North,InStore,0.25820712327832923,0.42238103090579004,73,1
CUST0137,2025-03-29,5,132.08,West,Mobile,0.4398227759241799,0.7477736438149498,121,1
CUST0138,2025-06-13,10,623.1,East,Web,0.3720745533046509,0.33179780370434186,45,0
CUST0139,2024-08-06,5,300.18,South,Mobile,0.4319765646784702,0.627339196001367,356,1
CUST0140,2024-09-03,7,253.61,East,InStore,0.4320615862973724,0.541769755266026,328,1
CUST0141,2025-06-29,6,212.44,North,Web,0.05713259982727403,0.39182424315511993,29,0
CUST0142,2025-05-21,4,213.43,North,Mobile,0.2755571555646419,0.2202164171282946,68,1
CUST0143,2025-06-23,3,38.34,West,Web,0.3944600230369021,0.4132273597950349,35,0
CUST0144,2025-06-25,5,70.11,West,InStore,0.47480406813155857,0.7075849716669897,33,0
CUST0145,2025-07-25,4,650.81,East,InStore,0.34206909975846106,0.40357378539317357,3,1
CUST0146,2025-04-25,4,59.77,West,InStore,0.42826456799323087,0.4690677173239038,94,0
CUST0147,2025-05-20,5,144.7,North,Mobile,0.18589236356264704,0.24330605679239653,69,1
CUST0148,2025-07-23,2,180.53,West,InStore,0.35295130541520986,0.200313010724809,5,0
CUST0149,2025-06-26,7,147.89,West,Web,0.1852018982006559,0.4301138574512984,32,1
CUST0150,2024-12-02,3,96.56,West,Web,0.09739870832365544,0.49535183914614417,238,1
CUST0151,2025-07-01,5,433.83,East,Mobile,0.03262529337078862,0.21748825298773083,27,1
CUST0152,2025-07-13,6,58.79,South,Mobile,0.4422632264173673,0.7935245692626891,15,0
CUST0153,2025-05-22,8,953.7,North,Mobile,0.03225476470162747,0.4534023271713817,67,0
CUST0154,2024-05-30,5,68.21,West,Web,0.49985072185163987,0.08998518332256944,424,1
CUST0155,2025-07-01,3,564.29,East,Mobile,0.2553514970745397,0.43630975483791024,27,0
CUST0156,2025-04-08,3,710.71,North,Mobile,0.25191257640852743,0.6686494043990645,111,1
CUST0157,2025-03-07,5,31.57,North,Web,0.03674277317323377,0.49223804202698496,143,1
CUST0158,2025-07-01,7,266.76,East,Mobile,0.03730289405980208,0.7087620949248339,27,1
CUST0159,2025-03-20,5,338.45,East,InStore,0.3590653193383328,0.7496284702019602,130,1
CUST0160,2025-06-13,5,299.07,East,Web,0.2214263025207916,0.10944476040026885,45,0
CUST0161,2025-04-19,10,354.2,East,Mobile,0.08880065699913281,0.3118705086814666,100,0
CUST0162,2025-04-19,2,123.41,West,Web,0.10125963830269086,0.6279466452830055,100,1
CUST0163,2025-05-13,6,465.05,North,InStore,0.1158623107599468,0.7864896857852387,76,0
CUST0164,2025-07-19,7,113.35,West,Web,0.40519508586939557,0.7402401277404457,9,0
CUST0165,2025-01-29,4,156.4,East,InStore,0.30581379986727286,0.806597753424044,180,1
CUST0166,2025-06-20,11,94.51,East,Mobile,0.0361294325273811,0.5050745623738492,38,1
CUST0167,2025-07-08,5,429.84,East,InStore,0.3453188033551309,0.35811940560068445,20,0
CUST0168,2025-07-24,4,400.94,West,InStore,0.2599043841781054,0.7323445574084964,4,0
CUST0169,2025-04-30,1,103.36,South,InStore,0.2898859034310708,0.3931995225540816,89,1
CUST0170,2025-04-06,11,183.05,North,InStore,0.1510982581780112,0.2100802659706883,113,0
CUST0171,2025-07-27,3,648.55,South,Web,0.00892775842494331,0.8982924097060592,1,0
CUST0172,2025-05-18,2,41.23,East,Web,0.25436673138266697,0.39694828475071087,71,1
CUST0173,2025-07-03,7,896.4,North,InStore,0.2975644677443138,0.8109511804334533,25,0
CUST0174,2025-04-16,5,117.23,East,Mobile,0.3226279045152994,0.2535210192779959,103,1
CUST0175,2025-07-09,1,181.93,South,Web,0.22107315798215105,0.49448131499735093,19,0
CUST0176,2025-04-02,6,251.97,North,InStore,0.28035704346742757,0.5506847336538986,117,1
CUST0177,2025-06-10,4,68.0,East,InStore,0.27198748676080253,0.9793404483194005,48,0
CUST0178,2024-10-25,9,404.63,North,Web,0.18479696821123676,0.7062433183905751,276,1
CUST0179,2025-07-14,4,127.09,West,Mobile,0.40395672197899846,0.08944500974459141,14,1
CUST0180,2025-06-17,9,133.76,South,InStore,0.2165998184545872,0.9704671251462562,41,1
CUST0181,2025-07-16,5,1123.64,North,Mobile,0.11864538725550378,0.9054852009823109,12,0
CUST0182,2024-11-12,2,205.48,South,InStore,0.004472892526556305,0.36012627974076894,258,1
CUST0183,2024-12-31,8,296.13,West,InStore,0.1436157983239446,0.27365354106147677,209,1
CUST0184,2025-06-29,2,231.37,South,Mobile,0.05172337488143741,0.739694154238071,29,0
CUST0185,2025-04-12,7,490.26,West,Web,0.25058543798150223,0.5795092199823993,107,0
CUST0186,2025-02-09,9,611.5,South,Mobile,0.19072652101533677,0.5964096998976371,169,1
CUST0187,2025-05-08,3,293.08,West,Mobile,0.1255215441304386,0.837859678601484,81,0
CUST0188,2025-05-14,3,888.83,West,InStore,0.06462701174971514,0.0,75,1
CUST0189,2025-07-01,6,553.29,North,Web,0.40283273518143403,0.6463987603115234,27,0
CUST0190,2025-07-19,7,129.52,North,Mobile,0.4924086085788668,0.22088109308507148,9,0
CUST0191,2024-12-13,2,1287.4,North,Web,0.4307458229059597,0.5495156298998017,227,1
CUST0192,2024-12-10,9,101.36,North,Web,0.39339048327581194,0.7123116591373779,230,1
CUST0193,2025-04-19,5,491.78,East,Web,0.26560062304449017,0.06573527233783849,100,0
CUST0194,2025-06-17,5,271.23,West,Mobile,0.4177776475543136,0.670586213008548,41,1
CUST0195,2025-06-16,3,172.71,East,InStore,0.26706446031332237,0.6393360893529613,42,1
CUST0196,2025-03-21,6,699.03,East,Web,0.1610112752354813,0.4246139336045453,129,1
CUST0197,2024-12-13,6,270.64,North,InStore,0.11308424859368665,0.6820979349749011,227,1
CUST0198,2024-12-22,4,335.36,South,InStore,0.1079552079586204,0.6953941347594998,218,1
CUST0199,2025-02-27,6,40.99,South,Mobile,0.2280733162575661,0.9730099879692402,151,0
CUST0200,2025-04-17,8,493.45,East,Mobile,0.31917938023066195,0.16301574126631813,102,0
CUST0201,2025-07-20,4,338.22,East,Mobile,0.07601900910696607,0.29898249657430254,8,0
CUST0202,2025-07-11,6,190.28,West,Mobile,0.0060815304838589546,0.41617543658457656,17,0
CUST0203,2024-12-12,4,341.48,North,InStore,0.011395048645914174,0.3476866081761173,228,1
CUST0204,2025-04-26,9,385.44,North,InStore,0.15413036075947445,0.2279373996483089,93,0
CUST0205,2025-07-28,5,279.54,West,Mobile,0.36035111737352404,0.3269513817508304,0,1
CUST0206,2025-07-18,7,154.87,East,InStore,0.0018976146959687745,0.3803245852042624,10,1
CUST0207,2025-04-11,2,432.07,North,Mobile,0.23366803164979888,0.6160257746841942,108,0
CUST0208,2025-07-28,4,316.13,East,InStore,0.14869569692621842,0.5041840729450185,0,1
CUST0209,2025-07-11,4,64.37,East,InStore,0.4569719662459562,0.15423318873625913,17,0
CUST0210,2025-05-10,7,787.63,North,Mobile,0.4793654157856545,0.6130804082506155,79,0
CUST0211,2025-04-02,3,544.07,North,Mobile,0.19936669274811708,0.4384056991216291,117,0
CUST0212,2025-04-14,4,564.9,West,InStore,0.4886407469581256,0.18254457867055263,105,1
CUST0213,2025-07-03,3,285.64,West,InStore,0.48552726468818164,0.7183270555953328,25,1
CUST0214,2025-03-26,3,379.19,East,Mobile,0.28804256961394337,0.05548779544707594,124,1
CUST0215,2025-07-01,2,222.32,East,InStore,0.19271700861095642,0.22570757030473348,27,0
CUST0216,2025-06-19,10,312.45,South,Web,0.05279449854870172,0.5399622692668233,39,1
CUST0217,2025-03-13,3,180.65,East,Web,0.2767932793545791,0.6852015960340494,137,1
CUST0218,2025-04-15,2,211.33,North,Web,0.41743681573669095,0.48284485969941515,104,1
CUST0219,2025-01-20,6,270.66,North,Mobile,0.19793444908801994,0.033886450684317504,189,1
CUST0220,2025-04-12,4,152.95,North,Mobile,0.2526542358569461,0.7529871815763094,107,0
CUST0221,2025-05-05,6,996.74,South,Web,0.19917034811840933,0.37075079924722004,84,0
CUST0222,2025-07-19,2,313.33,South,InStore,0.35180793249868336,0.4996517118303694,9,1
CUST0223,2025-06-13,4,428.2,West,InStore,0.2754241632071325,0.4219146023445154,45,0
CUST0224,2025-06-28,9,158.12,North,Mobile,0.25699372105872725,0.3390621383669266,30,0
CUST0225,2025-07-01,10,473.9,East,Mobile,0.10886086684940033,0.34803759562498016,27,0
CUST0226,2024-08-01,5,253.07,East,Mobile,0.2965424574578973,0.5004885483709934,361,1
CUST0227,2025-06-09,2,119.94,East,Web,0.24735170109982185,0.22807832595798622,49,0
CUST0228,2024-12-18,3,360.46,West,Web,0.35108043623592183,0.509745004406127,222,1
CUST0229,2025-04-20,7,673.55,East,Web,0.31614915817670564,0.3048763479835297,99,1
CUST0230,2025-02-20,6,208.02,West,Mobile,0.1469247906943129,0.6705920634680024,158,1
CUST0231,2025-05-20,4,271.95,North,Web,0.3149411159247213,0.5441967866820551,69,0
CUST0232,2025-05-03,2,248.57,South,InStore,0.38200250500465543,0.6382281307253848,86,0
CUST0233,2025-05-22,7,270.46,West,Web,0.3255422857946143,0.7451707443749671,67,1
CUST0234,2025-07-07,6,302.56,West,Mobile,0.249846640176701,0.39220255489049,21,0
CUST0235,2025-03-22,7,738.8,East,Web,0.3304866616885842,0.7228736130698568,128,0
CUST0236,2025-06-26,7,308.96,North,Web,0.23658947466908947,0.3286648327558088,32,0
CUST0237,2025-07-26,3,83.68,North,InStore,0.1696479699770314,0.5132672881840807,2,0
CUST0238,2025-04-16,3,267.88,East,Web,0.3108304749216433,0.022473698492240124,103,1
CUST0239,2025-07-09,4,370.53,West,Web,0.009512965687065944,0.597063175363727,19,0
CUST0240,2024-10-19,5,181.88,East,Mobile,0.04643104100608397,0.4487920060354245,282,1
CUST0241,2024-09-24,2,693.73,East,InStore,0.09157841599119215,0.6066516440707481,307,1
CUST0242,2024-11-24,4,157.55,South,InStore,0.48951302147240966,0.7261348475217739,246,1
CUST0243,2025-06-12,7,134.8,East,Web,0.143280599390345,0.7250168624766153,46,0
CUST0244,2025-07-27,5,396.2,East,InStore,0.250067083207885,0.6973261570051784,1,0
CUST0245,2024-11-07,6,146.59,North,Mobile,0.284900422758574,0.7324694625882203,263,1
CUST0246,2025-06-03,4,410.77,South,InStore,0.006458319579040972,0.5474054805684484,55,0
CUST0247,2024-08-22,9,220.19,North,Web,0.03832780748004805,0.6889837011147861,340,1
CUST0248,2024-08-31,2,197.78,North,Web,0.07797423098148243,0.5850015537059275,331,1
CUST0249,2025-01-18,6,106.36,West,Web,0.10893517273252151,0.6740038383104385,191,0
CUST0250,2025-06-24,4,253.35,West,Mobile,0.036353465800494755,0.5705003709573551,34,0
CUST0251,2025-06-10,3,146.46,North,Mobile,0.32524342396858896,0.6175225880530368,48,1
CUST0252,2025-01-19,6,122.18,East,InStore,0.05979903366130779,0.1565512041260939,190,1
CUST0253,2025-06-20,7,632.55,West,Web,0.4475141365499162,0.43668110811076855,38,0
CUST0254,2025-07-10,8,366.08,West,Mobile,0.2515902600564285,0.5720950250902165,18,0
CUST0255,2025-05-08,9,173.08,West,Mobile,0.0934822824273302,0.6750213294939477,81,1
CUST0256,2024-10-26,5,72.8,East,InStore,0.11569258425335022,0.6513217680008054,275,1
CUST0257,2025-03-31,4,28.77,East,Web,0.32338391982714704,0.9591307807958529,119,1
CUST0258,2025-05-05,3,181.09,West,InStore,0.05644628199632462,0.660760297927382,84,1
CUST0259,2025-07-18,7,565.69,East,Web,0.02239183434698272,0.19072947941020835,10,0
CUST0260,2025-04-24,4,218.56,West,Web,0.3997491889730208,0.011014598701526324,95,0
CUST0261,2024-04-23,8,151.42,East,InStore,0.24602962178490156,0.3858526016838955,461,1
CUST0262,2025-07-13,8,76.72,West,Mobile,0.42497095120650563,0.3661567078232699,15,1
CUST0263,2025-05-16,1,192.31,North,Web,0.47522037573347986,0.5452161243917166,73,1
CUST0264,2024-12-31,5,140.73,West,Web,0.2271347246063487,0.4934091251892407,209,1
CUST0265,2025-03-15,4,70.55,West,Mobile,0.15172070345490024,0.38166487517513364,135,1
CUST0266,2025-03-31,3,169.17,South,Mobile,0.18512203128227855,0.3438343632595008,119,1
CUST0267,2025-03-29,2,398.0,South,InStore,0.4466137632243737,0.48300698208335696,121,0
CUST0268,2025-06-14,8,38.68,West,Mobile,0.49923311841885465,0.261090730660247,44,0
CUST0269,2025-06-24,8,237.39,South,Mobile,0.19063758008709242,0.49528742390967934,34,0
CUST0270,2025-02-13,3,18.21,East,InStore,0.48227277775158006,0.6982639475922046,165,1
CUST0271,2025-02-12,4,114.24,North,InStore,0.25269983067759916,0.5849934980174223,166,1
CUST0272,2025-01-08,12,63.63,West,InStore,0.018324272746948256,0.7950479184199895,201,1
CUST0273,2024-11-26,3,492.42,South,Web,0.10128692246670584,0.4992127870830902,244,1
CUST0274,2025-05-18,3,658.61,South,Web,0.19362298331395805,0.471057910204699,71,1
CUST0275,2025-05-20,4,278.61,South,Web,0.17706356620239766,0.6083173959352648,69,1
CUST0276,2025-02-18,3,136.16,East,Mobile,0.4065481877573069,0.4804602735465736,160,1
CUST0277,2025-04-15,4,218.9,East,Mobile,0.3937115691171348,0.7522244442115589,104,1
CUST0278,2025-03-29,6,28.43,West,InStore,0.06313345590055036,0.6822207460439356,121,1
CUST0279,2025-02-20,4,501.86,South,InStore,0.028442174170444923,0.5536904789922004,158,1
CUST0280,2024-12-20,3,505.97,East,Web,0.35492418903973183,0.5686617838890383,220,1
CUST0281,2025-06-17,8,405.95,West,Web,0.21280665565882584,0.6079967383862629,41,0
CUST0282,2025-06-11,2,269.12,East,Mobile,0.08584186901429736,0.3867891115281573,47,0
CUST0283,2025-07-19,3,678.8,West,Web,0.043199080804782686,0.4486618631303647,9,0
CUST0284,2025-05-03,7,157.43,South,InStore,0.10706005742532171,0.5072697595358941,86,1
CUST0285,2025-07-25,3,33.79,West,Web,0.47913857969580503,0.5516692601421919,3,0
CUST0286,2025-05-27,7,206.81,East,InStore,0.04352466186478976,0.6085000091645215,62,0
CUST0287,2025-05-11,5,84.05,North,Web,0.2753786970946511,0.4899699826875634,78,1
CUST0288,2025-06-25,2,592.57,West,InStore,0.013093381979141339,0.6464320711686565,33,0
CUST0289,2025-04-30,9,138.49,North,InStore,0.4516923818923087,0.4517721470634282,89,0
CUST0290,2025-07-25,4,334.07,West,InStore,0.2559865400203708,0.480982889192724,3,0
CUST0291,2025-07-25,3,760.69,South,Mobile,0.4687061104342647,0.7337905178211745,3,0
CUST0292,2025-02-06,1,425.18,East,Mobile,0.16233356011166378,0.7216822894849806,172,1
CUST0293,2025-06-14,2,128.64,South,Mobile,0.20260987866787938,0.3270152122828929,44,1
CUST0294,2025-07-15,6,394.88,East,InStore,0.3747799954021679,0.42571802912415524,13,0
CUST0295,2025-05-16,10,257.64,North,Web,0.4709700059791258,0.2084322140278841,73,0
